                                                                              30 Sep 2017 19:26:05
 AGI Educational Alliance Partner
Place-Ames-Sensor-Ames_Ground_Station-To-Satellite-CySat1:  Access Summary Report


Ames_Ground_Station-To-CySat1
-----------------------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                     647    16 Apr 2018 17:01:11.151    16 Apr 2018 17:05:26.367           255.217
                     648    17 Apr 2018 11:17:27.474    17 Apr 2018 11:21:37.331           249.856
                     649    17 Apr 2018 16:09:20.462    17 Apr 2018 16:12:51.388           210.926
                     650    17 Apr 2018 17:45:59.166    17 Apr 2018 17:49:07.040           187.874
                     651    18 Apr 2018 10:25:32.875    18 Apr 2018 10:29:23.056           230.180
                     652    18 Apr 2018 12:02:34.163    18 Apr 2018 12:05:32.270           178.108
                     653    18 Apr 2018 15:18:09.973    18 Apr 2018 15:19:13.585            63.612
                     654    18 Apr 2018 16:53:25.209    18 Apr 2018 16:57:40.428           255.219
                     655    19 Apr 2018 11:09:41.574    19 Apr 2018 11:13:51.367           249.792
                     656    19 Apr 2018 16:01:34.461    19 Apr 2018 16:05:05.557           211.095
                     657    19 Apr 2018 17:38:13.375    19 Apr 2018 17:41:20.898           187.523
                     658    20 Apr 2018 10:17:46.831    20 Apr 2018 10:21:37.185           230.355
                     659    20 Apr 2018 11:54:48.371    20 Apr 2018 11:57:46.246           177.876
                     660    20 Apr 2018 15:10:23.761    20 Apr 2018 15:11:28.009            64.248
                     661    20 Apr 2018 16:45:39.268    20 Apr 2018 16:49:54.489           255.220
                     662    21 Apr 2018 11:01:55.675    21 Apr 2018 11:06:05.403           249.728
                     663    21 Apr 2018 15:53:48.461    21 Apr 2018 15:57:19.725           211.264
                     664    21 Apr 2018 17:30:27.586    21 Apr 2018 17:33:34.756           187.170
                     665    22 Apr 2018 10:10:00.787    22 Apr 2018 10:13:51.315           230.528
                     666    22 Apr 2018 11:47:02.579    22 Apr 2018 11:50:00.222           177.643
                     667    22 Apr 2018 15:02:37.551    22 Apr 2018 15:03:42.429            64.879
                     668    22 Apr 2018 16:37:53.328    22 Apr 2018 16:42:08.549           255.221
                     669    23 Apr 2018 10:54:09.776    23 Apr 2018 10:58:19.439           249.663
                     670    23 Apr 2018 15:46:02.461    23 Apr 2018 15:49:33.894           211.433
                     671    23 Apr 2018 17:22:41.798    23 Apr 2018 17:25:48.613           186.816
                     672    24 Apr 2018 10:02:14.743    24 Apr 2018 10:06:05.444           230.700
                     673    24 Apr 2018 11:39:16.787    24 Apr 2018 11:42:14.199           177.412
                     674    24 Apr 2018 14:54:51.340    24 Apr 2018 14:55:56.848            65.508
                     675    24 Apr 2018 16:30:07.388    24 Apr 2018 16:34:22.610           255.222
                     676    25 Apr 2018 10:46:23.877    25 Apr 2018 10:50:33.475           249.598
                     677    25 Apr 2018 15:38:16.461    25 Apr 2018 15:41:48.066           211.605
                     678    25 Apr 2018 17:14:56.010    25 Apr 2018 17:18:02.469           186.459
                     679    26 Apr 2018 09:54:28.700    26 Apr 2018 09:58:19.572           230.872
                     680    26 Apr 2018 11:31:30.996    26 Apr 2018 11:34:28.176           177.180
                     681    26 Apr 2018 14:47:05.133    26 Apr 2018 14:48:11.265            66.132
                     682    26 Apr 2018 16:22:21.447    26 Apr 2018 16:26:36.670           255.223
                     683    27 Apr 2018 10:38:37.978    27 Apr 2018 10:42:47.511           249.533
                     684    27 Apr 2018 15:30:30.460    27 Apr 2018 15:34:02.235           211.774
                     685    27 Apr 2018 17:07:10.223    27 Apr 2018 17:10:16.324           186.101
                     686    28 Apr 2018 09:46:42.657    28 Apr 2018 09:50:33.703           231.045
                     687    28 Apr 2018 11:23:45.204    28 Apr 2018 11:26:42.151           176.947
                     688    28 Apr 2018 14:39:18.929    28 Apr 2018 14:40:25.678            66.749
                     689    28 Apr 2018 16:14:35.506    28 Apr 2018 16:18:50.729           255.223
                     690    29 Apr 2018 10:30:52.079    29 Apr 2018 10:35:01.546           249.467
                     691    29 Apr 2018 15:22:44.460    29 Apr 2018 15:26:16.403           211.943
                     692    29 Apr 2018 16:59:24.437    29 Apr 2018 17:02:30.178           185.741
                     693    30 Apr 2018 09:38:56.615    30 Apr 2018 09:42:47.831           231.216
                     694    30 Apr 2018 11:15:59.413    30 Apr 2018 11:18:56.127           176.714
                     695    30 Apr 2018 14:31:32.728    30 Apr 2018 14:32:40.087            67.359
                     696    30 Apr 2018 16:06:49.566    30 Apr 2018 16:11:04.788           255.222
                     697     1 May 2018 10:23:06.180     1 May 2018 10:27:15.581           249.401
                     698     1 May 2018 15:14:58.460     1 May 2018 15:18:30.571           212.111
                     699     1 May 2018 16:51:38.651     1 May 2018 16:54:44.031           185.380
                     700     2 May 2018 09:31:10.572     2 May 2018 09:35:01.957           231.384
                     701     2 May 2018 11:08:13.623     2 May 2018 11:11:10.102           176.479
                     702     2 May 2018 14:23:46.533     2 May 2018 14:24:54.495            67.962
                     703     2 May 2018 15:59:03.626     2 May 2018 16:03:18.847           255.221
                     704     3 May 2018 10:15:20.282     3 May 2018 10:19:29.616           249.335
                     705     3 May 2018 15:07:12.460     3 May 2018 15:10:44.739           212.278
                     706     3 May 2018 16:43:52.866     3 May 2018 16:46:57.883           185.017
                     707     4 May 2018 09:23:24.531     4 May 2018 09:27:16.087           231.556
                     708     4 May 2018 11:00:27.832     4 May 2018 11:03:24.076           176.244
                     709     4 May 2018 14:16:00.338     4 May 2018 14:17:08.898            68.560
                     710     4 May 2018 15:51:17.686     4 May 2018 15:55:32.906           255.220
                     711     5 May 2018 10:07:34.384     5 May 2018 10:11:43.652           249.268
                     712     5 May 2018 14:59:26.461     5 May 2018 15:02:58.906           212.445
                     713     5 May 2018 16:36:07.079     5 May 2018 16:39:11.735           184.656
                     714     6 May 2018 09:15:38.490     6 May 2018 09:19:30.214           231.724
                     715     6 May 2018 10:52:42.043     6 May 2018 10:55:38.052           176.009
                     716     6 May 2018 14:08:14.145     6 May 2018 14:09:23.302            69.157
                     717     6 May 2018 15:43:31.746     6 May 2018 15:47:46.965           255.218
                     718     7 May 2018 09:59:48.486     7 May 2018 10:03:57.687           249.201
                     719     7 May 2018 14:51:40.462     7 May 2018 14:55:13.074           212.613
                     720     7 May 2018 16:28:21.295     7 May 2018 16:31:25.586           184.291
                     721     8 May 2018 09:07:52.449     8 May 2018 09:11:44.341           231.892
                     722     8 May 2018 10:44:56.253     8 May 2018 10:47:52.027           175.774
                     723     8 May 2018 14:00:27.956     8 May 2018 14:01:37.701            69.746
                     724     8 May 2018 15:35:45.807     8 May 2018 15:40:01.023           255.216
                     725     9 May 2018 09:52:02.589     9 May 2018 09:56:11.722           249.133
                     726     9 May 2018 14:43:54.462     9 May 2018 14:47:27.242           212.780
                     727     9 May 2018 16:20:35.516     9 May 2018 16:23:39.436           183.920
                     728    10 May 2018 09:00:06.409    10 May 2018 09:03:58.468           232.059
                     729    10 May 2018 10:37:10.463    10 May 2018 10:40:06.002           175.539
                     730    10 May 2018 13:52:41.765    10 May 2018 13:53:52.099            70.334
                     731    10 May 2018 15:27:59.868    10 May 2018 15:32:15.081           255.214
                     732    11 May 2018 09:44:16.691    11 May 2018 09:48:25.757           249.066
                     733    11 May 2018 14:36:08.463    11 May 2018 14:39:41.412           212.949
                     734    11 May 2018 16:12:49.734    11 May 2018 16:15:53.285           183.551
                     735    12 May 2018 08:52:20.369    12 May 2018 08:56:12.594           232.224
                     736    12 May 2018 10:29:24.673    12 May 2018 10:32:19.977           175.303
                     737    12 May 2018 13:44:55.578    12 May 2018 13:46:06.500            70.922
                     738    12 May 2018 15:20:13.928    12 May 2018 15:24:29.139           255.211
                     739    13 May 2018 09:36:30.794    13 May 2018 09:40:39.790           248.996
                     740    13 May 2018 14:28:22.461    13 May 2018 14:31:55.580           213.119
                     741    13 May 2018 16:05:03.955    13 May 2018 16:08:07.135           183.180
                     742    14 May 2018 08:44:34.331    14 May 2018 08:48:26.716           232.385
                     743    14 May 2018 10:21:38.883    14 May 2018 10:24:33.950           175.066
                     744    14 May 2018 13:37:09.393    14 May 2018 13:38:20.893            71.500
                     745    14 May 2018 15:12:27.992    14 May 2018 15:16:43.192           255.201
                     746    15 May 2018 09:28:44.898    15 May 2018 09:32:53.825           248.927
                     747    15 May 2018 14:20:36.463    15 May 2018 14:24:09.746           213.283
                     748    15 May 2018 15:57:18.174    15 May 2018 16:00:20.982           182.807
                     749    16 May 2018 08:36:48.290    16 May 2018 08:40:40.842           232.552
                     750    16 May 2018 10:13:53.094    16 May 2018 10:16:47.923           174.829
                     751    16 May 2018 13:29:23.213    16 May 2018 13:30:35.283            72.070
                     752    16 May 2018 15:04:42.052    16 May 2018 15:08:57.249           255.197
                     753    17 May 2018 09:20:59.001    17 May 2018 09:25:07.859           248.858
                     754    17 May 2018 14:12:50.464    17 May 2018 14:16:23.912           213.448
                     755    17 May 2018 15:49:32.394    17 May 2018 15:52:34.828           182.434
                     756    18 May 2018 08:29:02.255    18 May 2018 08:32:54.967           232.712
                     757    18 May 2018 10:06:07.305    18 May 2018 10:09:01.897           174.592
                     758    18 May 2018 13:21:37.035    18 May 2018 13:22:49.670            72.635
                     759    18 May 2018 14:56:56.114    18 May 2018 15:01:11.307           255.193
                     760    19 May 2018 09:13:13.105    19 May 2018 09:17:21.894           248.789
                     761    19 May 2018 14:05:04.466    19 May 2018 14:08:38.078           213.612
                     762    19 May 2018 15:41:46.616    19 May 2018 15:44:48.675           182.059
                     763    20 May 2018 08:21:16.217    20 May 2018 08:25:09.093           232.876
                     764    20 May 2018 09:58:21.517    20 May 2018 10:01:15.871           174.354
                     765    20 May 2018 13:13:50.859    20 May 2018 13:15:04.056            73.197
                     766    20 May 2018 14:49:10.175    20 May 2018 14:53:25.364           255.189
                     767    21 May 2018 09:05:27.209    21 May 2018 09:09:35.928           248.719
                     768    21 May 2018 13:57:18.468    21 May 2018 14:00:52.246           213.778
                     769    21 May 2018 15:34:00.835    21 May 2018 15:37:02.520           181.684
                     770    22 May 2018 08:13:30.179    22 May 2018 08:17:23.218           233.039
                     771    22 May 2018 09:50:35.730    22 May 2018 09:53:29.845           174.115
                     772    22 May 2018 13:06:04.683    22 May 2018 13:07:18.442            73.758
                     773    22 May 2018 14:41:24.237    22 May 2018 14:45:39.421           255.184
                     774    23 May 2018 08:57:41.313    23 May 2018 09:01:49.963           248.650
                     775    23 May 2018 13:49:32.469    23 May 2018 13:53:06.414           213.945
                     776    23 May 2018 15:26:15.059    23 May 2018 15:29:16.363           181.305
                     777    24 May 2018 08:05:44.143    24 May 2018 08:09:37.342           233.199
                     778    24 May 2018 09:42:49.941    24 May 2018 09:45:43.819           173.877
                     779    24 May 2018 12:58:18.509    24 May 2018 12:59:32.825            74.316
                     780    24 May 2018 14:33:38.298    24 May 2018 14:37:53.477           255.179
                     781    25 May 2018 08:49:55.417    25 May 2018 08:54:03.997           248.579
                     782    25 May 2018 13:41:46.471    25 May 2018 13:45:20.580           214.109
                     783    25 May 2018 15:18:29.282    25 May 2018 15:21:30.206           180.923
                     784    26 May 2018 07:57:58.104    26 May 2018 08:01:51.466           233.362
                     785    26 May 2018 09:35:04.153    26 May 2018 09:37:57.792           173.639
                     786    26 May 2018 12:50:32.337    26 May 2018 12:51:47.206            74.869
                     787    26 May 2018 14:25:52.360    26 May 2018 14:30:07.533           255.173
                     788    27 May 2018 08:42:09.522    27 May 2018 08:46:18.031           248.509
                     789    27 May 2018 13:34:00.472    27 May 2018 13:37:34.746           214.273
                     790    27 May 2018 15:10:43.507    27 May 2018 15:13:44.046           180.540
                     791    28 May 2018 07:50:12.067    28 May 2018 07:54:05.589           233.522
                     792    28 May 2018 09:27:18.365    28 May 2018 09:30:11.765           173.400
                     793    28 May 2018 12:42:46.168    28 May 2018 12:44:01.584            75.416
                     794    28 May 2018 14:18:06.421    28 May 2018 14:22:21.588           255.167
                     795    29 May 2018 08:34:23.626    29 May 2018 08:38:32.064           248.438
                     796    29 May 2018 13:26:14.474    29 May 2018 13:29:48.911           214.437
                     797    29 May 2018 15:02:57.732    29 May 2018 15:05:57.891           180.159
                     798    30 May 2018 07:42:26.032    30 May 2018 07:46:19.713           233.681
                     799    30 May 2018 09:19:32.577    30 May 2018 09:22:25.737           173.160
                     800    30 May 2018 12:35:00.001    30 May 2018 12:36:15.960            75.959
                     801    30 May 2018 14:10:20.483    30 May 2018 14:14:35.644           255.161
                     802    31 May 2018 08:26:37.731    31 May 2018 08:30:46.098           248.367
                     803    31 May 2018 13:18:28.476    31 May 2018 13:22:03.076           214.600
                     804    31 May 2018 14:55:11.958    31 May 2018 14:58:11.731           179.774
                     805     1 Jun 2018 07:34:39.997     1 Jun 2018 07:38:33.836           233.840
                     806     1 Jun 2018 09:11:46.793     1 Jun 2018 09:14:39.710           172.917
                     807     1 Jun 2018 12:27:13.836     1 Jun 2018 12:28:30.334            76.498
                     808     1 Jun 2018 14:02:34.547     1 Jun 2018 14:06:49.701           255.153
                     809     2 Jun 2018 08:18:51.837     2 Jun 2018 08:23:00.133           248.296
                     810     2 Jun 2018 13:10:42.478     2 Jun 2018 13:14:17.241           214.763
                     811     2 Jun 2018 14:47:26.185     2 Jun 2018 14:50:25.568           179.384
                     812     3 Jun 2018 07:26:53.961     3 Jun 2018 07:30:47.961           234.000
                     813     3 Jun 2018 09:04:01.005     3 Jun 2018 09:06:53.683           172.678
                     814     3 Jun 2018 12:19:27.672     3 Jun 2018 12:20:44.707            77.034
                     815     3 Jun 2018 13:54:48.609     3 Jun 2018 13:59:03.756           255.147
                     816     4 Jun 2018 08:11:05.942     4 Jun 2018 08:15:14.166           248.224
                     817     4 Jun 2018 13:02:56.481     4 Jun 2018 13:06:31.403           214.922
                     818     4 Jun 2018 14:39:40.414     4 Jun 2018 14:42:39.409           178.996
                     819     5 Jun 2018 07:19:07.927     5 Jun 2018 07:23:02.083           234.156
                     820     5 Jun 2018 08:56:15.218     5 Jun 2018 08:59:07.656           172.438
                     821     5 Jun 2018 12:11:41.510     5 Jun 2018 12:12:59.079            77.569
                     822     5 Jun 2018 13:47:02.672     5 Jun 2018 13:51:17.811           255.139
                     823     6 Jun 2018 08:03:20.048     6 Jun 2018 08:07:28.200           248.152
                     824     6 Jun 2018 12:55:10.483     6 Jun 2018 12:58:45.567           215.084
                     825     6 Jun 2018 14:31:54.639     6 Jun 2018 14:34:53.247           178.608
                     826     7 Jun 2018 07:11:21.891     7 Jun 2018 07:15:16.205           234.314
                     827     7 Jun 2018 08:48:29.431     7 Jun 2018 08:51:21.629           172.197
                     828     7 Jun 2018 12:03:55.348     7 Jun 2018 12:05:13.449            78.101
                     829     7 Jun 2018 13:39:16.734     7 Jun 2018 13:43:31.866           255.131
                     830     8 Jun 2018 07:55:34.154     8 Jun 2018 07:59:42.233           248.080
                     831     8 Jun 2018 12:47:24.487     8 Jun 2018 12:50:59.733           215.246
                     832     8 Jun 2018 14:24:08.869     8 Jun 2018 14:27:07.083           178.214
                     833     9 Jun 2018 07:03:35.858     9 Jun 2018 07:07:30.326           234.469
                     834     9 Jun 2018 08:40:43.644     9 Jun 2018 08:43:35.601           171.956
                     835     9 Jun 2018 11:56:09.188     9 Jun 2018 11:57:27.817            78.629
                     836     9 Jun 2018 13:31:30.797     9 Jun 2018 13:35:45.920           255.123
                     837    10 Jun 2018 07:47:48.260    10 Jun 2018 07:51:56.266           248.007
                     838    10 Jun 2018 12:39:38.487    10 Jun 2018 12:43:13.898           215.411
                     839    10 Jun 2018 14:16:23.099    10 Jun 2018 14:19:20.918           177.818
                     840    11 Jun 2018 06:55:49.824    11 Jun 2018 06:59:44.447           234.623
                     841    11 Jun 2018 08:32:57.858    11 Jun 2018 08:35:49.572           171.714
                     842    11 Jun 2018 11:48:23.031    11 Jun 2018 11:49:42.183            79.152
                     843    11 Jun 2018 13:23:44.861    11 Jun 2018 13:27:59.973           255.112
                     844    12 Jun 2018 07:40:02.366    12 Jun 2018 07:44:10.299           247.933
                     845    12 Jun 2018 12:31:52.489    12 Jun 2018 12:35:28.061           215.571
                     846    12 Jun 2018 14:08:37.331    12 Jun 2018 14:11:34.752           177.421
                     847    13 Jun 2018 06:48:03.792    13 Jun 2018 06:51:58.568           234.777
                     848    13 Jun 2018 08:25:12.073    13 Jun 2018 08:28:03.544           171.471
                     849    13 Jun 2018 11:40:36.876    13 Jun 2018 11:41:56.546            79.670
                     850    13 Jun 2018 13:15:58.924    13 Jun 2018 13:20:14.027           255.103
                     851    14 Jun 2018 07:32:16.472    14 Jun 2018 07:36:24.332           247.859
                     852    14 Jun 2018 12:24:06.493    14 Jun 2018 12:27:42.224           215.731
                     853    14 Jun 2018 14:00:51.563    14 Jun 2018 14:03:48.586           177.023
                     854    15 Jun 2018 06:40:17.759    15 Jun 2018 06:44:12.692           234.933
                     855    15 Jun 2018 08:17:26.288    15 Jun 2018 08:20:17.515           171.227
                     856    15 Jun 2018 11:32:50.724    15 Jun 2018 11:34:10.908            80.184
                     857    15 Jun 2018 13:08:12.989    15 Jun 2018 13:12:28.081           255.092
                     858    16 Jun 2018 07:24:30.580    16 Jun 2018 07:28:38.365           247.785
                     859    16 Jun 2018 12:16:20.496    16 Jun 2018 12:19:56.392           215.896
                     860    16 Jun 2018 13:53:05.796    16 Jun 2018 13:56:02.419           176.623
                     861    17 Jun 2018 06:32:31.725    17 Jun 2018 06:36:26.813           235.088
                     862    17 Jun 2018 08:09:40.503    17 Jun 2018 08:12:31.487           170.984
                     863    17 Jun 2018 11:25:04.572    17 Jun 2018 11:26:25.269            80.697
                     864    17 Jun 2018 13:00:27.052    17 Jun 2018 13:04:42.135           255.083
                     865    18 Jun 2018 07:16:44.687    18 Jun 2018 07:20:52.398           247.711
                     866    18 Jun 2018 12:08:34.500    18 Jun 2018 12:12:10.556           216.056
                     867    18 Jun 2018 13:45:20.031    18 Jun 2018 13:48:16.250           176.220
                     868    19 Jun 2018 06:24:45.694    19 Jun 2018 06:28:40.934           235.239
                     869    19 Jun 2018 08:01:54.719    19 Jun 2018 08:04:45.459           170.740
                     870    19 Jun 2018 11:17:18.420    19 Jun 2018 11:18:39.630            81.210
                     871    19 Jun 2018 12:52:41.116    19 Jun 2018 12:56:56.188           255.072
                     872    20 Jun 2018 07:08:58.794    20 Jun 2018 07:13:06.431           247.637
                     873    20 Jun 2018 12:00:48.503    20 Jun 2018 12:04:24.720           216.217
                     874    20 Jun 2018 13:37:34.266    20 Jun 2018 13:40:30.081           175.815
                     875    21 Jun 2018 06:16:59.663    21 Jun 2018 06:20:55.053           235.390
                     876    21 Jun 2018 07:54:08.934    21 Jun 2018 07:56:59.430           170.497
                     877    21 Jun 2018 11:09:32.269    21 Jun 2018 11:10:53.989            81.719
                     878    21 Jun 2018 12:44:55.180    21 Jun 2018 12:49:10.240           255.061
                     879    22 Jun 2018 07:01:12.901    22 Jun 2018 07:05:20.463           247.562
                     880    22 Jun 2018 11:53:02.506    22 Jun 2018 11:56:38.879           216.373
                     881    22 Jun 2018 13:29:48.502    22 Jun 2018 13:32:43.910           175.408
                     882    23 Jun 2018 06:09:13.632    23 Jun 2018 06:13:09.173           235.541
                     883    23 Jun 2018 07:46:23.149    23 Jun 2018 07:49:13.401           170.252
                     884    23 Jun 2018 11:01:46.121    23 Jun 2018 11:03:08.345            82.225
                     885    23 Jun 2018 12:37:09.243    23 Jun 2018 12:41:24.293           255.050
                     886    24 Jun 2018 06:53:27.009    24 Jun 2018 06:57:34.495           247.486
                     887    24 Jun 2018 11:45:16.509    24 Jun 2018 11:48:53.044           216.535
                     888    24 Jun 2018 13:22:02.738    24 Jun 2018 13:24:57.738           175.000
                     889    25 Jun 2018 06:01:27.601    25 Jun 2018 06:05:23.292           235.691
                     890    25 Jun 2018 07:38:37.366    25 Jun 2018 07:41:27.372           170.006
                     891    25 Jun 2018 10:53:59.974    25 Jun 2018 10:55:22.700            82.726
                     892    25 Jun 2018 12:29:23.307    25 Jun 2018 12:33:38.345           255.038
                     893    26 Jun 2018 06:45:41.117    26 Jun 2018 06:49:48.527           247.411
                     894    26 Jun 2018 11:37:30.513    26 Jun 2018 11:41:07.204           216.692
                     895    26 Jun 2018 13:14:16.976    26 Jun 2018 13:17:11.565           174.590
                     896    27 Jun 2018 05:53:41.571    27 Jun 2018 05:57:37.411           235.840
                     897    27 Jun 2018 07:30:51.582    27 Jun 2018 07:33:41.342           169.760
                     898    27 Jun 2018 10:46:13.829    27 Jun 2018 10:47:37.053            83.224
                     899    27 Jun 2018 12:21:37.371    27 Jun 2018 12:25:52.397           255.026
                     900    28 Jun 2018 06:37:55.225    28 Jun 2018 06:42:02.559           247.335
                     901    28 Jun 2018 11:29:44.517    28 Jun 2018 11:33:21.367           216.850
                     902    28 Jun 2018 13:06:31.214    28 Jun 2018 13:09:25.392           174.178
                     903    29 Jun 2018 05:45:55.542    29 Jun 2018 05:49:51.530           235.989
                     904    29 Jun 2018 07:23:05.799    29 Jun 2018 07:25:55.312           169.513
                     905    29 Jun 2018 10:38:27.686    29 Jun 2018 10:39:51.405            83.719
                     906    29 Jun 2018 12:13:51.436    29 Jun 2018 12:18:06.449           255.013
                     907    30 Jun 2018 06:30:09.333    30 Jun 2018 06:34:16.592           247.258
                     908    30 Jun 2018 11:21:58.521    30 Jun 2018 11:25:35.530           217.009
                     909    30 Jun 2018 12:58:45.454    30 Jun 2018 13:01:39.218           173.764
                     910     1 Jul 2018 05:38:09.513     1 Jul 2018 05:42:05.649           236.137
                     911     1 Jul 2018 07:15:20.020     1 Jul 2018 07:18:09.283           169.263
                     912     1 Jul 2018 10:30:41.543     1 Jul 2018 10:32:05.756            84.213
                     913     1 Jul 2018 12:06:05.501     1 Jul 2018 12:10:20.500           255.000
                     914     2 Jul 2018 06:22:23.442     2 Jul 2018 06:26:30.624           247.182
                     915     2 Jul 2018 11:14:12.525     2 Jul 2018 11:17:49.691           217.166
                     916     2 Jul 2018 12:50:59.694     2 Jul 2018 12:53:53.043           173.348
                     917     3 Jul 2018 05:30:23.482     3 Jul 2018 05:34:19.767           236.286
                     918     3 Jul 2018 07:07:34.237     3 Jul 2018 07:10:23.254           169.017
                     919     3 Jul 2018 10:22:55.401     3 Jul 2018 10:24:20.106            84.705
                     920     3 Jul 2018 11:58:19.566     3 Jul 2018 12:02:34.552           254.986
                     921     4 Jul 2018 06:14:37.551     4 Jul 2018 06:18:44.656           247.105
                     922     4 Jul 2018 11:06:26.529     4 Jul 2018 11:10:03.855           217.326
                     923     4 Jul 2018 12:43:13.936     4 Jul 2018 12:46:06.866           172.930
                     924     5 Jul 2018 05:22:37.453     5 Jul 2018 05:26:33.889           236.436
                     925     5 Jul 2018 06:59:48.451     5 Jul 2018 07:02:37.224           168.774
                     926     5 Jul 2018 10:15:09.260     5 Jul 2018 10:16:34.455            85.195
                     927     5 Jul 2018 11:50:33.631     5 Jul 2018 11:54:48.603           254.972
                     928     6 Jul 2018 06:06:51.660     6 Jul 2018 06:10:58.687           247.028
                     929     6 Jul 2018 10:58:40.533     6 Jul 2018 11:02:18.016           217.483
                     930     6 Jul 2018 12:35:28.178     6 Jul 2018 12:38:20.688           172.509
                     931     7 Jul 2018 05:14:51.425     7 Jul 2018 05:18:48.007           236.582
                     932     7 Jul 2018 06:52:02.672     7 Jul 2018 06:54:51.194           168.522
                     933     7 Jul 2018 10:07:23.120     7 Jul 2018 10:08:48.803            85.682
                     934     7 Jul 2018 11:42:47.696     7 Jul 2018 11:47:02.653           254.958
                     935     8 Jul 2018 05:59:05.771     8 Jul 2018 06:03:12.719           246.948
                     936     8 Jul 2018 10:50:54.534     8 Jul 2018 10:54:32.177           217.643
                     937     8 Jul 2018 12:27:42.419     8 Jul 2018 12:30:34.508           172.090
                     938     9 Jul 2018 05:07:05.397     9 Jul 2018 05:11:02.122           236.725
                     939     9 Jul 2018 06:44:16.886     9 Jul 2018 06:47:05.163           168.277
                     940     9 Jul 2018 09:59:36.983     9 Jul 2018 10:01:03.148            86.165
                     941     9 Jul 2018 11:35:01.761     9 Jul 2018 11:39:16.704           254.943
                     942    10 Jul 2018 05:51:19.880    10 Jul 2018 05:55:26.750           246.870
                     943    10 Jul 2018 10:43:08.538    10 Jul 2018 10:46:46.337           217.799
                     944    10 Jul 2018 12:19:56.665    10 Jul 2018 12:22:48.329           171.664
                     945    11 Jul 2018 04:59:19.369    11 Jul 2018 05:03:16.242           236.873
                     946    11 Jul 2018 06:36:31.109    11 Jul 2018 06:39:19.132           168.024
                     947    11 Jul 2018 09:51:50.847    11 Jul 2018 09:53:17.491            86.644
                     948    11 Jul 2018 11:27:15.826    11 Jul 2018 11:31:30.754           254.927
                     949    12 Jul 2018 05:43:33.990    12 Jul 2018 05:47:40.781           246.791
                     950    12 Jul 2018 10:35:22.543    12 Jul 2018 10:39:00.500           217.957
                     951    12 Jul 2018 12:12:10.910    12 Jul 2018 12:15:02.148           171.239
                     952    13 Jul 2018 04:51:33.343    13 Jul 2018 04:55:30.360           237.017
                     953    13 Jul 2018 06:28:45.328    13 Jul 2018 06:31:33.101           167.774
                     954    13 Jul 2018 09:44:04.713    13 Jul 2018 09:45:31.833            87.120
                     955    13 Jul 2018 11:19:29.892    13 Jul 2018 11:23:44.804           254.912
                     956    14 Jul 2018 05:35:48.100    14 Jul 2018 05:39:54.813           246.713
                     957    14 Jul 2018 10:27:36.548    14 Jul 2018 10:31:14.661           218.113
                     958    14 Jul 2018 12:04:25.156    14 Jul 2018 12:07:15.967           170.811
                     959    15 Jul 2018 04:43:47.316    15 Jul 2018 04:47:44.477           237.160
                     960    15 Jul 2018 06:20:59.547    15 Jul 2018 06:23:47.071           167.524
                     961    15 Jul 2018 09:36:18.579    15 Jul 2018 09:37:46.175            87.596
                     962    15 Jul 2018 11:11:43.958    15 Jul 2018 11:15:58.854           254.896
                     963    16 Jul 2018 05:28:02.211    16 Jul 2018 05:32:08.844           246.634
                     964    16 Jul 2018 10:19:50.553    16 Jul 2018 10:23:28.822           218.269
                     965    16 Jul 2018 11:56:39.403    16 Jul 2018 11:59:29.784           170.381
                     966    17 Jul 2018 04:36:01.291    17 Jul 2018 04:39:58.593           237.303
                     967    17 Jul 2018 06:13:13.762    17 Jul 2018 06:16:01.041           167.279
                     968    17 Jul 2018 09:28:32.446    17 Jul 2018 09:30:00.517            88.071
                     969    17 Jul 2018 11:03:58.025    17 Jul 2018 11:08:12.904           254.879
                     970    18 Jul 2018 05:20:16.321    18 Jul 2018 05:24:22.876           246.555
                     971    18 Jul 2018 10:12:04.558    18 Jul 2018 10:15:42.983           218.425
                     972    18 Jul 2018 11:48:53.652    18 Jul 2018 11:51:43.600           169.948
                     973    19 Jul 2018 04:28:15.265    19 Jul 2018 04:32:12.709           237.445
                     974    19 Jul 2018 06:05:27.985    19 Jul 2018 06:08:15.010           167.025
                     975    19 Jul 2018 09:20:46.313    19 Jul 2018 09:22:14.857            88.544
                     976    19 Jul 2018 10:56:12.091    19 Jul 2018 11:00:26.952           254.862
                     977    20 Jul 2018 05:12:30.431    20 Jul 2018 05:16:36.906           246.475
                     978    20 Jul 2018 10:04:18.562    20 Jul 2018 10:07:57.143           218.581
                     979    20 Jul 2018 11:41:07.901    20 Jul 2018 11:43:57.414           169.514
                     980    21 Jul 2018 04:20:29.239    21 Jul 2018 04:24:26.821           237.582
                     981    21 Jul 2018 05:57:42.204    21 Jul 2018 06:00:28.978           166.774
                     982    21 Jul 2018 09:13:00.182    21 Jul 2018 09:14:29.195            89.013
                     983    21 Jul 2018 10:48:26.157    21 Jul 2018 10:52:41.001           254.844
                     984    22 Jul 2018 05:04:44.542    22 Jul 2018 05:08:50.937           246.395
                     985    22 Jul 2018 09:56:32.567    22 Jul 2018 10:00:11.302           218.735
                     986    22 Jul 2018 11:33:22.152    22 Jul 2018 11:36:11.228           169.075
